,0,1,2
0,adrian13,way,fred13
1,adrian13,or,george13
2,adrian13,tell,angelina14
3,adrian13,back,angelina14
4,adrian13,go,angelina14
5,adrian13,dodge,angelina14
6,adrian13,keeper,miles
7,adrian13,dive,teamgryffindor
8,adrian13,way,fred13
9,adrian13,or,george13
10,adrian13,tell,angelina14
11,adrian13,back,angelina14
12,adrian13,go,angelina14
13,adrian13,dodge,angelina14
14,adrian13,keeper,miles
15,adrian13,dive,teamgryffindor
16,adrian13,way,fred13
17,adrian13,or,george13
18,adrian13,tell,angelina14
19,adrian13,back,angelina14
20,adrian13,go,angelina14
21,adrian13,dodge,angelina14
22,adrian13,keeper,miles
23,adrian13,dive,teamgryffindor
24,adrian13,duck,fred13 george13
25,adrian13,Chaser,katie12
26,algie,keep,nevillechild
27,algie,off,nevillechild
28,algie,guard,nevillechild
29,algie,push,nevillechild
30,algie,off,nevillechild
31,algie,drown,neville8
32,algie,hang,neville8
33,algie,out,neville11
34,algie,auntie,enid
35,algie,let,neville8
36,algie,bounce,augusta algie enid
37,algie,be,augusta
38,algie,cry,augusta
39,algie,be,augusta algie enid
40,algie,face,neville11
41,algie,get,augusta algie enid
42,algie,thought,neville11
43,algie,buy,neville11
44,algie, ,neville11
45,algie,push,nevillechild
46,algie,off,nevillechild
47,algie,drown,neville8
48,algie,hang,neville8
49,algie,out,neville11
50,algie,auntie,enid
51,algie,let,neville8
52,algie,bounce,augusta algie enid
53,algie,be,augusta
54,algie,cry,augusta
55,algie,be,augusta algie enid
56,algie,face,neville11
57,algie,get,augusta algie enid
58,algie,thought,neville11
59,algie,buy,neville11
60,algie, ,neville11
61,algie,hang,neville8
62,algie,out,neville11
63,algie,auntie,enid
64,algie,let,neville8
65,algie,bounce,augusta algie enid
66,algie,be,augusta
67,algie,cry,augusta
68,algie,be,augusta algie enid
69,algie,face,neville11
70,algie,get,augusta algie enid
71,algie,thought,neville11
72,algie,buy,neville11
73,algie, ,neville11
74,algie,hang,neville8
75,algie,out,neville11
76,algie,auntie,enid
77,algie,let,neville8
78,algie,bounce,augusta algie enid
79,algie,be,augusta
80,algie,cry,augusta
81,algie,be,augusta algie enid
82,algie,face,neville11
83,algie,get,augusta algie enid
84,algie,thought,neville11
85,algie,buy,neville11
86,algie, ,neville11
87,algie,let,neville8
88,algie,bounce,augusta algie enid
89,algie,be,augusta
90,algie,cry,augusta
91,algie,be,augusta algie enid
92,algie,face,neville11
93,algie,get,augusta algie enid
94,algie,thought,neville11
95,algie,buy,neville11
96,algie, ,neville11
97,algie,let,neville8
98,algie,bounce,augusta algie enid
99,algie,be,augusta
100,algie,cry,augusta
101,algie,be,augusta algie enid
102,algie,face,neville11
103,algie,get,augusta algie enid
104,algie,thought,neville11
105,algie,buy,neville11
106,algie, ,neville11
107,algie,buy,neville11
108,algie, ,neville11
109,algie,buy,neville11
110,algie, ,neville11
111,alicia13,find,oliver15
112,alicia13,reserve,angelina14
113,alicia13,no,teamslytherin
114,alicia13,take,marcus15
115,alicia13,gain,marcus15
116,alicia13,go,marcus15
117,alicia13,fly,marcus15
118,alicia13,stop,oliver15
119,alicia13,and,teamgryffindor
120,alicia13,take,katie12
121,alicia13,of,marcus15
122,alicia13,Quaffle,teamslytherin
123,alicia13,’s,adrian13
124,alicia13,speed,adrian13
125,alicia13,send,adrian13
126,alicia13,way,fred13
127,alicia13,or,george13
128,alicia13,tell,angelina14
129,alicia13,back,angelina14
130,alicia13,go,angelina14
131,alicia13,dodge,angelina14
132,alicia13,keeper,miles
133,alicia13,dive,teamgryffindor
134,alicia13,put,teamgryffindor
135,alicia13,pass,katie12
136,alicia13,hit,marcus15
137,alicia13,joking,mcgonagall
138,alicia13,–,teamslytherin
139,angelina14,belt,alicia13
140,angelina14,find,oliver15
141,angelina14,no,teamslytherin
142,angelina14,take,marcus15
143,angelina14,gain,marcus15
144,angelina14,go,marcus15
145,angelina14,fly,marcus15
146,angelina14,stop,oliver15
147,angelina14,and,teamgryffindor
148,angelina14,take,katie12
149,angelina14,of,marcus15
150,angelina14,Quaffle,teamslytherin
151,angelina14,’s,adrian13
152,angelina14,speed,adrian13
153,angelina14,send,adrian13
154,angelina14,way,fred13
155,angelina14,or,george13
156,angelina14,keeper,miles
157,angelina14,dive,teamgryffindor
158,angelina14,no,teamslytherin
159,angelina14,take,marcus15
160,angelina14,gain,marcus15
161,angelina14,go,marcus15
162,angelina14,fly,marcus15
163,angelina14,stop,oliver15
164,angelina14,and,teamgryffindor
165,angelina14,take,katie12
166,angelina14,of,marcus15
167,angelina14,Quaffle,teamslytherin
168,angelina14,’s,adrian13
169,angelina14,speed,adrian13
170,angelina14,send,adrian13
171,angelina14,way,fred13
172,angelina14,or,george13
173,angelina14,keeper,miles
174,angelina14,dive,teamgryffindor
175,angelina14,keeper,miles
176,angelina14,dive,teamgryffindor
177,angelina14,keeper,miles
178,angelina14,dive,teamgryffindor
179,angelina14,keeper,miles
180,angelina14,dive,teamgryffindor
181,angelina14,keeper,miles
182,angelina14,dive,teamgryffindor
183,angelina14,score,harry11
184,angelina14,do,harry11
185,angelina14,feeling,harry11
186,angelina14,be,harry11
187,angelina14,caught,fred13 george13
188,angelina14,wristwatch,harry11
189,angelina14,way,harry11
190,angelina14,dodge,fred13
191,apothecary,behind,harry11
192,apothecary,",",harry11
193,apothecary, ,harry11
194,arthur,for,molly arthur
195,arthur,aff,ron11
196,arthur,mean,ron11
197,arthur,get,scabbers
198,arthur,.,voldemort64
199,arthur,and,molly
200,arthur,go,charlie19
201,arthuradolescent,be,ron11
202,arthuradolescent,know,molly arthur
203,arthuradolescent,say,ron11
204,arthuradolescent,m,ron11
205,arthuradolescent,suppose,teachers
206,arthuradolescent,put,ron11
207,augusta,",",neville11
208,augusta,lose,neville11
209,augusta,bring,nevillechild
210,augusta,be,augusta algie enid
211,augusta,face,neville11
212,augusta,get,augusta algie enid
213,augusta,thought,neville11
214,augusta,see,algie
215,augusta,be,algie
216,augusta,buy,neville11
217,augusta, ,neville11
218,augusta,be,augusta algie enid
219,augusta,face,neville11
220,augusta,get,augusta algie enid
221,augusta,thought,neville11
222,augusta,see,algie
223,augusta,be,algie
224,augusta,buy,neville11
225,augusta, ,neville11
226,augusta,let,nevillechild
227,augusta,near,harry11
228,augusta,have,neville11
229,augusta,have,neville11
230,augusta,.,neville11
231,augusta,open,firstgryffindors
232,augusta,know,neville11
233,augusta,send,neville11
234,bane,haired,ronan
235,bane,hope,hagrid63
236,bane,walk,ronan
237,bane,block,harry11 hermione12
238,bane,this,firenze
239,bane,look,firenze
240,bane,burst,ronan bane
241,bane,in,firenze
242,bane,set,firenze
243,bane,with,firenze
244,bane,if,firenze
245,bane,in,firenze
246,bane,set,firenze
247,bane,with,firenze
248,bane,if,firenze
249,bane,with,firenze
250,bane,if,firenze
251,bane,behind,firenze harry11
252,bane,show,voldemort
253,bane,think,firenze
254,bane,let,voldemort65
255,bane,kill,harry11
256,bane,…,harry11
257,bane,show,voldemort
258,bane,think,firenze
259,bane,let,voldemort65
260,bane,kill,harry11
261,bane,…,harry11
262,bane,think,firenze
263,bane,let,voldemort65
264,bane,kill,harry11
265,bane,…,harry11
266,bane,stop,firenze
267,bane,.,dumbledore110
268,baron,be,draco11
269,baron,who,harry11
270,baron,be,draco11
271,baron,who,harry11
272,baron,hear,percy15
273,baron,'s,peeves
274,baron,",",peeves
275,baron,listen,prefects
276,baron,of,peeves
277,baron,be,peeves
278,baron, ,peeves
279,baron,be,peeves
280,baron, ,peeves
281,baron,have,peeves
282,baron,",",peeves
283,baron,",",peeves
284,baron,",",peeves
285,bill17,be,charlieadolescent
286,bill17,be,percy15
287,bill17,Prefect,fred13
288,bill17,and,george13
289,bill17,mess,fred13 george13
290,bill17,get,hogstudents
291,bill17,think,fred13 george13
292,bill17,be,ron11
293,bill17,do,billadolescent charlieadolescent percy15 fred13 george13
294,bill17,",",ron11
295,bill17,do,billadolescent charlieadolescent percy15 fred13 george13
296,bill17,do,ron11
297,bill17,get,ron11
298,bill17,get,billadolescent
299,bill17,robe,charlieadolescent
300,bill17,wand,percy15
301,bill17,old,scabbers
302,bill17,use,ron18
303,bill17,m,ron18
304,bill20,and,charlie18
305,bill20,leave,bill17
306,bill20,be,charlieadolescent
307,bill20,be,percy15
308,bill20,Prefect,fred13
309,bill20,and,george13
310,bill20,mess,fred13 george13
311,bill20,get,hogstudents
312,bill20,think,fred13 george13
313,bill20,be,ron11
314,bill20,do,billadolescent charlieadolescent percy15 fred13 george13
315,bill20,",",ron11
316,bill20,do,billadolescent charlieadolescent percy15 fred13 george13
317,bill20,do,ron11
318,bill20,get,ron11
319,bill20,get,billadolescent
320,bill20,robe,charlieadolescent
321,bill20,wand,percy15
322,bill20,old,scabbers
323,billadolescent,robe,charlieadolescent
324,billadolescent,wand,percy15
325,billadolescent,old,scabbers
326,binns,drone,firstyears
327,binns,drone,firstyears
328,binns,drone,firstyears
329,binns,drone,firstyears
330,binns,drone,firstyears
331,binns,tell,firstyears
332,binns,put,firstyears
333,binns,quill,firstyears
334,binns,parchment,harry11
335,binns,help,firstyears
336,boatman,come,vernon30s petunia30s dudley11 harry10
337,boatman,pointing,vernon30s petunia30s dudley11 harry10
338,centaurs,be,hagrid63
339,centaurs,be,hagrid63
340,centaurs,be,hagrid63
341,centaurs,.,firenze
342,centaurs,be,hermione12
343,centaurs,",",mcgonagall
344,charlie18,leave,bill17
345,charlie18,be,charlieadolescent
346,charlie18,be,percy15
347,charlie18,Prefect,fred13
348,charlie18,and,george13
349,charlie18,mess,fred13 george13
350,charlie18,get,hogstudents
351,charlie18,think,fred13 george13
352,charlie18,be,ron11
353,charlie18,do,billadolescent charlieadolescent percy15 fred13 george13
354,charlie18,",",ron11
355,charlie18,do,billadolescent charlieadolescent percy15 fred13 george13
356,charlie18,do,ron11
357,charlie18,get,ron11
358,charlie18,get,billadolescent
359,charlie18,robe,charlieadolescent
360,charlie18,wand,percy15
361,charlie18,old,scabbers
362,charlie18,'s,bill20
363,charlie18,work,harry11
364,charlie18,leave,teamgryffindor
365,charlie18,go,harry11
366,charlie18,be,harry11
367,charlie18,",",oliver15
368,charlie18,skip,oliver15
369,charlie18,tell,fred13 george13
370,charlie19,–,ron12
371,charlie19,.,hagrid63 harry11 ron12 hermione12
372,charlie19,.,hagrid63 harry11 ron12 hermione12
373,charlie19,think,charliefriends
374,charlie19,week,charliefriends
375,charlie19,see,ron12
376,charlie19,get,charliefriends
377,charlie19,meet,ron12
378,charlie19,think,charliefriends
379,charlie19,week,charliefriends
380,charlie19,see,ron12
381,charlie19,get,charliefriends
382,charlie19,meet,ron12
383,charlie19,week,charliefriends
384,charlie19,see,ron12
385,charlie19,get,charliefriends
386,charlie19,meet,ron12
387,charlie19,week,charliefriends
388,charlie19,see,ron12
389,charlie19,get,charliefriends
390,charlie19,meet,ron12
391,charlie19,be,draco11
392,charlie19,take,draco11
393,charlie19,go,harry11 ron12 hermione12
394,charlie19,owl,harry11 ron12 hermione12
395,charlie19,chance,harry11 ron12 hermione12
396,charlie19,have,harry11 ron12 hermione12
397,charlie19,get,draco11
398,charlie19,letter,hagrid63
399,charlie19,eye,hagrid63
400,charlie19, ,charliefriends
401,charlie19,be,charliefriends
402,charlie19,show,harry11
403,charlie19,and,hermione12
404,charlie19,harness,charliefriends
405,charlie19,rig,charliefriends
406,charlie19,suspend,charliefriends harry11 hermione12
407,charlie19,help,harry11
408,charlie19,and,hermione12
409,charlie19,shake,charliefriends
410,charlie19,thank,charliefriends
411,charlieadolescent,be,percy15
412,charlieadolescent,Prefect,fred13
413,charlieadolescent,and,george13
414,charlieadolescent,mess,fred13 george13
415,charlieadolescent,get,hogstudents
416,charlieadolescent,think,fred13 george13
417,charlieadolescent,be,ron11
418,charlieadolescent,do,billadolescent charlieadolescent percy15 fred13 george13
419,charlieadolescent,",",ron11
420,charlieadolescent,do,billadolescent charlieadolescent percy15 fred13 george13
421,charlieadolescent,do,ron11
422,charlieadolescent,get,ron11
423,charlieadolescent,get,billadolescent
424,charlieadolescent,wand,percy15
425,charlieadolescent,old,scabbers
426,charlieadolescent,wand,percy15
427,charlieadolescent,old,scabbers
428,charlieadolescent,broom,ron11
429,charlieadolescent,have,dean11
430,charlieadolescent,share,harry11 ron11
431,charlieadolescent,dormitory,ron11
432,charlieadolescent,see,harry11
433,charlieadolescent,catch,ron11
434,charlieadolescent,prodding,dean11
435,charliefriends,of,charlie19
436,charliefriends,come,charlie19
437,charliefriends,see,ron12
438,charliefriends,meet,ron12
439,charliefriends,take,charlie19
440,charliefriends,answer,charlie19
441,charliefriends,see,ron12
442,charliefriends,meet,ron12
443,charliefriends,take,charlie19
444,charliefriends,answer,charlie19
445,charliefriends,meet,ron12
446,charliefriends,take,charlie19
447,charliefriends,answer,charlie19
448,charliefriends,show,harry11
449,charliefriends,and,hermione12
450,charliefriends,suspend,charliefriends harry11 hermione12
451,charliefriends,help,harry11
452,charliefriends,and,hermione12
453,charliefriends,show,harry11
454,charliefriends,and,hermione12
455,charliefriends,suspend,charliefriends harry11 hermione12
456,charliefriends,help,harry11
457,charliefriends,and,hermione12
458,charliefriends,suspend,charliefriends harry11 hermione12
459,charliefriends,help,harry11
460,charliefriends,and,hermione12
461,charliefriends,suspend,charliefriends harry11 hermione12
462,charliefriends,help,harry11
463,charliefriends,and,hermione12
464,chessman1,can,harry11
465,chessman1,see,ron11
466,chessman1,knight,chessman2
467,chessman1,",",chessmen
468,chessman1,afford,chessman2
469,chessman2,",",chessmen
470,chessmen, ,seamus11
471,chessmen,lend,harry11
472,chessmen,trust,harry11
473,chessmen,all,harry11
474,chessmen,keep,harry11
475,chessmen,trust,harry11
476,chessmen,all,harry11
477,chessmen,keep,harry11
478,chessmen,keep,harry11
479,chessmen,afford,chessman2
480,children,back,dudleychild
481,children,hit,dudley11
482,children,back,dudleychild
483,children,hit,dudley11
484,crabbe11,be,goyle11
485,crabbe11,and,goyle11
486,crabbe11,be,harry11
487,crabbe11,or,ron11
488,crabbe11,and,draco11
489,crabbe11,back,goyle11
490,crabbe11,swung,scabbers
491,crabbe11,round,scabbers
492,crabbe11,fly,draco11 crabbe11 goyle11
493,crabbe11,disappear,draco11 crabbe11 goyle11
494,crabbe11,think,draco11 crabbe11 goyle11
495,crabbe11,hear,hermione11
496,crabbe11,and,goyle11
497,crabbe11,look,draco11
498,crabbe11,and,goyle11
499,crabbe11,snigger,draco11 crabbe11 goyle11
500,crabbe11,hand,snape31
501,crabbe11,finish,snape31
502,crabbe11,be,hagrid62
503,crabbe11,have,hagrid62
504,crabbe11,and,goyle11
505,crabbe11,and,goyle11
506,crabbe11,behind,draco11
507,crabbe11,and,goyle11
508,crabbe11,here,draco11
509,crabbe11,neck,draco11
510,crabbe11,and,goyle11
511,crabbe11,face,harry11
512,crabbe11,leave,mcgonagall
513,crabbe11,wake,mcgonagall
514,crabbe11,strode,harry11
515,crabbe11,go,harry11
516,crabbe11,know,harry11
517,crabbe11,want,harry11
518,crabbe11,seem,harry11
519,crabbe11,voice,mcgonagall
520,crabbe11,sweep,harry11
521,crabbe11,;,harry11
522,crabbe11,have,harry11
523,crabbe11,do,harry11
524,crabbe11,last,harry11
525,crabbe11,bag,vernon30s petunia30s dudley11
526,crabbe11,say,harry11
527,crabbe11,and,goyle11
528,crabbe11,and,goyle11
529,crabbe11,be,teachers
530,crabbe11,neither,crabbe11 goyle11
531,crabbe11,do,crabbe11 goyle11
532,crabbe11,and,goyle11
533,crabbe11,size,crabbe11 goyle11
534,crabbe11,be,harry11 ron11 neville11 hermione11
535,crabbe11,edge,harry11 ron11 neville11 hermione11
536,crabbe11,eye,harry11
537,crabbe11,take,harry11
538,crabbe11,wand,draco11
539,crabbe11,and,goyle11
540,crabbe11,.,draco11
541,crabbe11,seize,harry11
542,crabbe11,and,goyle11
543,crabbe11,chuckle,harry11
544,crabbe11,measure,draco11 crabbe11 goyle11
545,crabbe11,.,draco11
546,crabbe11,be,teamslytherin
547,crabbe11,lose,draco11
548,crabbe11,try,harry11
549,crabbe11,as,draco11
550,crabbe11,realise,hogstudents
551,crabbe11,be,harry11
552,crabbe11,manage,harry11
553,crabbe11,broomstick,draco11
554,crabbe11,go,harry11
555,crabbe11,and,goyle11
556,crabbe11,and,goyle11
557,crabbe11,and,goyle11
558,crabbe11,howl,ron11
559,crabbe11,dare,ron11
560,crabbe11,and,goyle11
561,crabbe11,and,goyle11
562,crabbe11,handed,neville11
563,crabbe11,'s,pomfrey
564,crabbe11,say,neville11
565,crabbe11,be,slytherins
566,crabbe11,!,gryffindors
567,crabbe11,wait,harry11
568,crabbe11,in,gryffindors
569,crabbe11,have,fred13
570,crabbe11,and,george13
571,dean11,share,harry11 ron11
572,dean11,dormitory,ron11
573,dean11,see,harry11
574,dean11,catch,ron11
575,dean11,and,seamus11
576,dean11,fall,neville11
577,dean11,be,ron11
578,dean11,spend,harry11
579,dean11,fan,harry11
580,dean11,",",ron11 hermione12 neville11 seamus11 deatheaters
581,dean11,paint,scabbers
582,dean11,ruin,harry11
583,dean11,do,hermione12
584,dean11,do,hermione12
585,deatheaters,be,voldemort40s
586,deatheaters,power,voldemort40s
587,deatheaters,be,voldemort40s
588,deatheaters,power,harry11
589,deatheaters,.,voldemortmiddle
590,deatheaters,be,voldemortmiddle
591,deatheaters,',voldemortmiddle
592,deatheaters,kill,dumbledoreadult
593,deatheaters,one,voldemortmiddle
594,deatheaters,be,voldemort40s
595,deatheaters,power,voldemort40s
596,deatheaters,be,voldemort40s
597,deatheaters,power,harry11
598,deatheaters,.,voldemortmiddle
599,deatheaters,be,voldemortmiddle
600,deatheaters,',voldemortmiddle
601,deatheaters,kill,dumbledoreadult
602,deatheaters,one,voldemortmiddle
603,deatheaters,be,voldemortmiddle
604,deatheaters,do,voldemort54
605,deatheaters,do,voldemort54
606,deatheaters,do,voldemort54
607,dedalusadult,.,dedalus
608,dedalusadult,talk,tom
609,dedalusadult,be,hagrid62 harry11
610,dedalusadult,walk,leaky
611,dedalusadult,seem,hagrid62
612,dedalusadult,;,leaky
613,dedalusadult,wave,hagrid62
614,dedalusadult,",",tom
615,dedalusadult,bow,harrychild
616,dedalusadult,",",leaky
617,dennis,",",malcolm
618,dennis,and,gordon
619,dennis,be,dudley11
620,dennis,be,dudgang
621,dennis,",",dudley11
622,dennis,be,dudgang
623,dennis,be,dudley11
624,dennis,sport,harry10
625,diagonboy1,of,diagonboys
626,diagonboys,of,harry11
627,director,make,petunia30s
628,director,apologise,piers11
629,director,and,dudley11
630,director,gibber,harry10
631,director,see,snake
632,director,do,dudley11 piers11
633,director,heel,snake
634,director,pass,vernon30s petunia30s harry10 dudley11 piers11
635,director,be,vernon30s
636,director,car,dudley11
637,director,while,piers11
638,director,.,harry10
639,director,be,piers11
640,director,make,petunia30s
641,director,apologise,piers11
642,director,and,dudley11
643,director,gibber,harry10
644,director,see,snake
645,director,do,dudley11 piers11
646,director,heel,snake
647,director,pass,vernon30s petunia30s harry10 dudley11 piers11
648,director,be,vernon30s
649,director,car,dudley11
650,director,while,piers11
651,director,.,harry10
652,director,be,piers11
653,director,apologise,piers11
654,director,and,dudley11
655,director,gibber,harry10
656,director,see,snake
657,director,do,dudley11 piers11
658,director,heel,snake
659,director,pass,vernon30s petunia30s harry10 dudley11 piers11
660,director,be,vernon30s
661,director,car,dudley11
662,director,while,piers11
663,director,.,harry10
664,director,be,piers11
665,doris,",",harry11
666,doris,meeting,harry11
667,doris,meeting,harry11
668,doris,shake,harry11
669,doris,hand,hagrid62
670,draco11,pointed,witch5
671,draco11,robe,malkin
672,draco11,stand,harry11
673,draco11,slip,harry11
674,draco11,robe,malkin
675,draco11,stand,harry11
676,draco11,slip,harry11
677,draco11,slip,harry11
678,draco11, ,lucius37
679,draco11,book,narcissa36
680,draco11,book,narcissa36
681,draco11,go,lucius37 narcissa36
682,draco11,see,firstyears
683,draco11,have,firstyears
684,draco11,bully,lucius37
685,draco11,see,firstyears
686,draco11,have,firstyears
687,draco11,bully,lucius37
688,draco11,bully,lucius37
689,draco11,bully,lucius37
690,draco11,do,lucius37
691,draco11,agree,harry11
692,draco11,agree,harry11
693,draco11,agree,harry11
694,draco11,be,draco11 lucius37 narcissa36
695,draco11,would,harry11
696,draco11,be,draco11 lucius37 narcissa36
697,draco11,would,harry11
698,draco11,would,harry11
699,draco11,would,harry11
700,draco11,say,hagrid62
701,draco11,suddenly,hagrid62
702,draco11,stand,harry11
703,draco11,point,hagrid62
704,draco11,hear,hagrid62
705,draco11,.,hagrid62
706,draco11,be,hagrid62
707,draco11,hear,hagrid62
708,draco11,live,hagrid62
709,draco11,get,hagrid62
710,draco11,think,teachers
711,draco11,let,muggleborn11
712,draco11,do,harry11
713,draco11,?,mugglebornchildren
714,draco11,be,mugglebornchildren
715,draco11,bring,mugglebornchildren
716,draco11,hear,muggleborn11
717,draco11,think,teachers
718,draco11,keep,harry11
719,draco11,think,teachers
720,draco11,keep,harry11
721,draco11,see,harry11
722,draco11,in,malkin
723,draco11,know,harry11
724,draco11,be,dracochild
725,draco11,grow,harrychild
726,draco11,name,dracochild
727,draco11, ,luciusearly narcissaearly
728,draco11,be,harry11
729,draco11,see,leaky
730,draco11,good,hagrid62
731,draco11,be,muggles
732,draco11,look,harry11
733,draco11, ,lily
734,draco11,!,lily
735,draco11,fer,petunia
736,draco11,good,hagrid62
737,draco11,be,muggles
738,draco11,look,harry11
739,draco11, ,lily
740,draco11,!,lily
741,draco11,fer,petunia
742,draco11,from,malkin
743,draco11,look,harry11
744,draco11,from,malkin
745,draco11,look,harry11
746,draco11,look,harry11
747,draco11, ,crabbe11 goyle11
748,draco11,notice,harry11
749,draco11,look,ron11
750,draco11,do,ron11
751,draco11,?,ron11
752,draco11, ,lucius37
753,draco11,have,molly arthur
754,draco11, ,lucius37
755,draco11,have,molly arthur
756,draco11,have,molly arthur
757,draco11,turn,harry11
758,draco11,help,harry11
759,draco11,hand,harry11
760,draco11,but,harry11
761,draco11,hand,harry11
762,draco11,but,harry11
763,draco11,be,harry11
764,draco11,",",harry11
765,draco11,be,harry11
766,draco11,",",harry11
767,draco11,back,goyle11
768,draco11,swung,scabbers
769,draco11,round,scabbers
770,draco11,fly,draco11 crabbe11 goyle11
771,draco11,disappear,draco11 crabbe11 goyle11
772,draco11,think,draco11 crabbe11 goyle11
773,draco11,hear,hermione11
774,draco11, ,luciusearly
775,draco11,wish,hat
776,draco11,wish,hat
777,draco11,wish,hat
778,draco11,friend,crabbe11
779,draco11,and,goyle11
780,draco11,friend,crabbe11
781,draco11,and,goyle11
782,draco11,who,harry11
783,draco11,laugh,harry11
784,draco11,as,harry11
785,draco11,turn,snape31
786,draco11,be,harry11
787,draco11,turn,snape31
788,draco11,be,harry11
789,draco11,friend,crabbe11
790,draco11,and,goyle11
791,draco11,snigger,draco11 crabbe11 goyle11
792,draco11,hand,snape31
793,draco11,finish,snape31
794,draco11,be,hagrid62
795,draco11,have,hagrid62
796,draco11,friend,crabbe11
797,draco11,and,goyle11
798,draco11,snigger,draco11 crabbe11 goyle11
799,draco11,hand,snape31
800,draco11,finish,snape31
801,draco11,be,hagrid62
802,draco11,have,hagrid62
803,draco11,",",crabbe11
804,draco11,and,goyle11
805,draco11,whom,snape31
806,draco11,seem,snape31
807,draco11,tell,firstyears
808,draco11,fill,neville11
809,draco11,manage,seamus11
810,draco11,cauldron,neville11 seamus11
811,draco11,seep,firstyears
812,draco11,shoe,firstyears
813,draco11,stand,firstyears
814,draco11,stool,neville11
815,draco11,drench,neville11
816,draco11,.,firstgryffindors
817,draco11,have,firstslytherins
818,draco11,so,firstgryffindors
819,draco11,much,firstgryffindors
820,draco11,do,firstgryffindors
821,draco11,spot,firstgryffindors
822,draco11,groan,firstgryffindors
823,draco11,and,firstslytherins
824,draco11,much,firstgryffindors
825,draco11,do,firstgryffindors
826,draco11,spot,firstgryffindors
827,draco11,groan,firstgryffindors
828,draco11,and,firstslytherins
829,draco11,be,ron11
830,draco11,be,ron11
831,draco11,complain,firstyears
832,draco11,escape,muggles
833,draco11,be,seamus11
834,draco11,tell,seamuschild
835,draco11,spend,seamuschild
836,draco11,zoom,seamuschild
837,draco11,broomstick,ron11
838,draco11,tell,ronchild
839,draco11,hit,charlieadolescent
840,draco11,broom,ron11
841,draco11,have,dean11
842,draco11,share,harry11 ron11
843,draco11,dormitory,ron11
844,draco11,see,harry11
845,draco11,catch,ron11
846,draco11,prodding,dean11
847,draco11,complain,firstyears
848,draco11,escape,muggles
849,draco11,be,seamus11
850,draco11,tell,seamuschild
851,draco11,spend,seamuschild
852,draco11,zoom,seamuschild
853,draco11,broomstick,ron11
854,draco11,tell,ronchild
855,draco11,hit,charlieadolescent
856,draco11,broom,ron11
857,draco11,have,dean11
858,draco11,share,harry11 ron11
859,draco11,dormitory,ron11
860,draco11,see,harry11
861,draco11,catch,ron11
862,draco11,prodding,dean11
863,draco11,escape,muggles
864,draco11,be,seamus11
865,draco11,tell,seamuschild
866,draco11,spend,seamuschild
867,draco11,zoom,seamuschild
868,draco11,broomstick,ron11
869,draco11,tell,ronchild
870,draco11,hit,charlieadolescent
871,draco11,broom,ron11
872,draco11,have,dean11
873,draco11,share,harry11 ron11
874,draco11,dormitory,ron11
875,draco11,see,harry11
876,draco11,catch,ron11
877,draco11,prodding,dean11
878,draco11,be,seamus11
879,draco11,tell,seamuschild
880,draco11,spend,seamuschild
881,draco11,zoom,seamuschild
882,draco11,broomstick,ron11
883,draco11,tell,ronchild
884,draco11,hit,charlieadolescent
885,draco11,broom,ron11
886,draco11,have,dean11
887,draco11,share,harry11 ron11
888,draco11,dormitory,ron11
889,draco11,see,harry11
890,draco11,catch,ron11
891,draco11,prodding,dean11
892,draco11,snatch,neville11
893,draco11,but,mcgonagall
894,draco11,get,neville11
895,draco11,Remembrall,mcgonagall
896,draco11,slope,crabbe11
897,draco11,and,goyle11
898,draco11,slope,crabbe11
899,draco11,and,goyle11
900,draco11,leave,neville11
901,draco11,leave,neville11
902,draco11,get,harry11
903,draco11,make,firstyears
904,draco11,get,harry11
905,draco11,make,firstyears
906,draco11,",",crabbe11
907,draco11,and,goyle11
908,draco11,face,harry11
909,draco11,leave,mcgonagall
910,draco11,wake,mcgonagall
911,draco11,strode,harry11
912,draco11,go,harry11
913,draco11,know,harry11
914,draco11,want,harry11
915,draco11,seem,harry11
916,draco11,voice,mcgonagall
917,draco11,sweep,harry11
918,draco11,;,harry11
919,draco11,have,harry11
920,draco11,do,harry11
921,draco11,last,harry11
922,draco11,bag,vernon30s petunia30s dudley11
923,draco11,say,harry11
924,draco11,flank,crabbe11
925,draco11,and,goyle11
926,draco11,little,crabbe11 goyle11
927,draco11,little,crabbe11 goyle11
928,draco11,little,crabbe11 goyle11
929,draco11,little,crabbe11 goyle11
930,draco11,take,harry11
931,draco11,look,crabbe11
932,draco11,and,goyle11
933,draco11,size,crabbe11 goyle11
934,draco11,go,ron11
935,draco11,and,harry11
936,draco11,look,harry11 ron11
937,draco11,be,harry11 draco11
938,draco11,.,harry11 draco11
939,draco11,know,ron11
940,draco11,expect,harry11
941,draco11,expect,harry11
942,draco11,try,harry11
943,draco11,",",harry11
944,draco11,dodge,ron11
945,draco11,be,harry11
946,draco11,face,harry11
947,draco11,face,harry11
948,draco11,and,crabbe11
949,draco11,be,harry11 ron11 neville11 hermione11
950,draco11,edge,harry11 ron11 neville11 hermione11
951,draco11,eye,harry11
952,draco11,take,harry11
953,draco11,trick,harry11
954,draco11,go,harry11
955,draco11,–,filch
956,draco11,tip,filch
957,draco11,tip,filch
958,draco11,see,harry11
959,draco11,and,ron11
960,draco11,be,harry11
961,draco11,and,ron11
962,draco11,think,harry11 ron11
963,draco11,be,harry11
